,url,title,date,author,category,tags,content_text,content_img_list
0,https://www.thisiscolossal.com/2022/07/great-women-painters-book/,Great Women Painters: An Enormous Volume Surveys the Work of 300 Artists Across 500 Years,"July 20, 2022",Grace Ebert,"['Art', 'History']","['#art history', '#books', '#painting', '#art history', '#books', '#painting']","In the same vein as Phaidon’s formidable Great Women Artists and African Artists, a forthcoming book from the publisher similarly widens the art historical canon while recognizing some of the most influential and impactful painters working in the medium today. The massive compilation, titled Great Women Painters, highlights more than 300 artists across 500 years and a vast array of movements and aesthetics. Arranged alphabetically, the book pairs icons like Yayoi Kusama, Frida Kahlo, and Leonora Carrington with contemporary artists, including Ewa Juszkiewicz, Katharina Grosse, and Wangari Mathenge, in a broad and diverse overview of the women who have had profound impacts on the world today. The nearly 350-page Great Women Painters will be released this fall and is currently available for pre-order from Bookshop.  Do stories and artists like this matter to you? Become a Colossal Member today and support independent arts publishing for as little as $5 per month. You'll connect with a community of like-minded readers who are passionate about contemporary art, read articles and newsletters ad-free, sustain our interview series, get discounts and early access to our limited-edition print releases, and much more. Join now!","['https://www.thisiscolossal.com/wp-content/uploads/2022/07/135-himid.jpg', 'https://www.thisiscolossal.com/wp-content/uploads/2022/07/138-hughes-scaled.jpg', 'https://www.thisiscolossal.com/wp-content/uploads/2022/07/151-jusziewicz-scaled.jpg', 'https://www.thisiscolossal.com/wp-content/uploads/2022/07/153-kahraman.jpg', 'https://www.thisiscolossal.com/wp-content/uploads/2022/07/192-mathenge.jpg', 'https://www.thisiscolossal.com/wp-content/uploads/2022/07/great-woman-painters-en-6328-3d-spread-1-3880.jpg', 'https://www.thisiscolossal.com/wp-content/uploads/2022/07/great-woman-painters-en-6328-3d-spread-4-3880.jpg', 'https://www.thisiscolossal.com/wp-content/uploads/2022/07/great-woman-painters-en-6328-3d-standing-front-3880.jpg']"
